acc,prec,rec,fs
96.23,95.58,94.04,94.73
89.23,85.79,82.49,83.35
acc,prec,rec,fs
93.28,90.55,88.51,89.24
86.96,83.14,74.80,77.90
acc,prec,rec,fs
93.68,92.43,90.13,91.04
86.96,80.38,73.13,75.87
